order_detail_id,order_id,product_id,quantity,price_at_purchase
2371,US-2019-135720,OFF-EN-10001335,49,19.692
2372,CA-2018-157959,OFF-BI-10003981,48,13.3476
2373,US-2020-165344,OFF-AP-10004136,13,30.735
2374,US-2020-112347,FUR-FU-10003142,34,3.4848
2375,CA-2020-117422,OFF-ST-10000642,48,5.8744
2376,CA-2019-133711,FUR-FU-10003708,17,1.213
2377,CA-2020-123246,TEC-MA-10001148,24,-383.9904
2378,CA-2018-131856,FUR-BO-10001619,10,18.6956
2379,US-2018-156797,FUR-FU-10000221,7,12.0904
2380,US-2020-102183,TEC-PH-10004389,49,98.2722
2381,CA-2020-140186,FUR-FU-10000521,16,12.9096
2382,CA-2017-100762,OFF-BI-10004140,14,4.49
2383,CA-2017-165379,TEC-PH-10001578,49,145.782
2384,US-2017-134733,OFF-AP-10004532,15,16.5888
2385,CA-2020-126046,TEC-PH-10002824,39,-92.6955
2386,CA-2017-125136,OFF-PA-10002787,6,3.1104
2387,CA-2019-168956,FUR-FU-10002445,12,7.584
2388,CA-2018-105725,OFF-PA-10001950,7,26.271
2389,CA-2020-117422,OFF-BI-10004099,24,7.68
2390,US-2019-139087,OFF-ST-10000636,21,3.348
2391,CA-2020-142034,OFF-LA-10004545,50,41.2237
2392,CA-2017-127383,OFF-PA-10001947,14,3.4684
2393,US-2019-114888,OFF-AR-10004078,31,1.168
2394,CA-2019-126795,OFF-ST-10001476,32,7.4571
2395,CA-2020-166695,TEC-PH-10001299,23,23.9984
2396,CA-2017-120768,TEC-AC-10004571,12,377.9622
2397,CA-2018-129217,OFF-LA-10004055,9,4.8118
2398,CA-2017-136399,FUR-BO-10001567,27,-190.8522
2399,US-2020-150595,OFF-AR-10000462,30,1.376
2400,CA-2020-115364,OFF-LA-10002475,16,6.8714
2401,CA-2017-125514,OFF-PA-10003845,49,2.8322
2402,CA-2019-114307,FUR-FU-10004597,25,-52.17
2403,CA-2020-152975,TEC-AC-10002567,6,57.5928
2404,CA-2017-139892,OFF-BI-10003718,6,206.6232
2405,CA-2017-162866,OFF-BI-10002557,21,4.095
2406,CA-2020-134845,OFF-SU-10004768,35,1.148
2407,CA-2017-138128,OFF-AP-10001303,32,-13.93
2408,US-2017-120740,TEC-PH-10002070,22,-2.249
2409,US-2020-162670,OFF-AR-10004078,16,1.168
2410,CA-2017-145254,TEC-MA-10000418,9,-2639.9912
2411,CA-2018-143147,OFF-AR-10003811,5,1.7901
2412,CA-2018-105221,TEC-PH-10000576,19,19.1786
2413,US-2017-117968,OFF-BI-10003963,37,9.828
2414,US-2017-138835,OFF-AP-10003099,5,55.3616
2415,CA-2019-113845,OFF-EN-10000927,16,62.8075
2416,CA-2018-120880,OFF-ST-10003816,9,81.0474
2417,CA-2020-151008,OFF-AR-10000315,35,0.307
2418,CA-2019-119018,OFF-ST-10003306,19,207.147
2419,CA-2019-123946,OFF-AR-10003504,49,3.7236
2420,CA-2020-168655,OFF-BI-10001721,44,17.9592
2421,CA-2020-107909,FUR-FU-10003878,31,8.5568
2422,CA-2019-125094,OFF-FA-10002815,12,10.434
2423,CA-2019-130680,TEC-AC-10002399,26,12.1728
2424,CA-2019-161746,OFF-BI-10004600,39,331.191
2425,CA-2017-146528,FUR-CH-10001714,28,-18.1068
2426,CA-2017-128846,OFF-AP-10002998,24,16.8948
2427,US-2020-164147,OFF-ST-10002214,41,8.8062
2428,CA-2020-123491,OFF-PA-10001461,48,9.352
2429,CA-2020-102204,OFF-FA-10000624,45,3.58
2430,CA-2020-109085,OFF-PA-10002870,20,5.616
2431,CA-2020-103380,OFF-PA-10000300,4,16.1838
2432,US-2020-112347,OFF-BI-10002082,50,-13.312
2433,CA-2019-166618,OFF-BI-10002414,17,-5.7638
2434,CA-2017-166555,OFF-AP-10002651,18,251.8911
2435,US-2020-133312,OFF-AP-10001563,7,28.1764
2436,CA-2019-163937,TEC-PH-10000586,35,9.2386
2437,CA-2020-157903,OFF-LA-10001613,38,1.6704
2438,CA-2018-120901,TEC-PH-10000560,27,55.9984
2439,CA-2020-112515,OFF-EN-10004386,16,21.591
2440,CA-2020-118213,OFF-BI-10003350,49,5.8696
2441,CA-2020-130036,TEC-PH-10002726,11,62.988
2442,CA-2019-100510,OFF-AR-10001227,45,2.3814
2443,CA-2019-143910,OFF-PA-10000061,33,24.8832
2444,CA-2019-109666,OFF-PA-10003673,13,15.594
2445,CA-2020-100622,TEC-AC-10000487,36,3.3099
2446,US-2019-139262,FUR-FU-10000576,45,-356.728
2447,CA-2020-159464,FUR-TA-10003473,2,-248.2458
2448,CA-2019-154508,OFF-PA-10004040,41,11.7208
2449,CA-2019-119935,OFF-LA-10002762,19,35.3346
2450,CA-2019-157266,TEC-MA-10002927,35,1995.99
2451,CA-2020-123372,OFF-SU-10003002,12,0.1512
2452,CA-2020-124576,OFF-AR-10004930,16,6.633
2453,CA-2020-159107,OFF-PA-10002377,10,29.364
2454,CA-2020-107503,OFF-PA-10004285,46,6.4128
2455,CA-2017-101602,TEC-AC-10001383,25,8.4966
2456,US-2020-100930,OFF-BI-10004817,42,20.1264
2457,CA-2018-158701,FUR-FU-10003724,15,0.5022
2458,CA-2019-105459,OFF-BI-10001072,20,20.9208
2459,US-2019-134908,OFF-PA-10003441,30,15.552
2460,CA-2018-110765,OFF-AR-10004956,41,2.0088
2461,US-2020-162670,FUR-FU-10003535,30,11.5164
2462,CA-2019-159023,OFF-LA-10004559,30,9.8784
2463,US-2018-122140,OFF-ST-10003470,16,55.896
2464,CA-2018-145065,OFF-LA-10004425,46,5.4332
2465,CA-2020-149489,OFF-ST-10000615,23,2.724
2466,US-2019-168095,FUR-FU-10000073,22,22.869
2467,CA-2018-134747,OFF-BI-10000320,36,4.2804
2468,CA-2019-134474,FUR-FU-10004952,9,33.9388
2469,CA-2020-113705,TEC-PH-10000673,27,62.3904
2470,US-2019-126452,TEC-PH-10002483,30,23.7993
2471,CA-2018-125934,OFF-LA-10004178,15,1.0738
2472,CA-2020-154907,OFF-BI-10002706,4,6.5688
2473,CA-2017-169446,FUR-FU-10000550,24,0.6474
2474,CA-2020-122987,TEC-AC-10000158,13,0.7198
2475,CA-2018-125234,TEC-AC-10004864,48,15.6993
2476,CA-2018-149601,OFF-ST-10004804,14,-19.5624
2477,CA-2020-102834,FUR-CH-10003846,15,-8.0784
2478,US-2020-123281,OFF-ST-10001713,21,8.4784
2479,CA-2020-112725,FUR-FU-10002505,41,-2.8308
2480,US-2020-149510,TEC-AC-10002134,38,-4.8528
2481,CA-2019-155551,OFF-AR-10004685,10,1.2038
2482,US-2020-118941,OFF-AR-10004648,7,10.881
2483,CA-2017-164749,OFF-AR-10001177,35,1.476
2484,CA-2017-149958,OFF-PA-10003172,9,9.3312
2485,CA-2020-156622,FUR-CH-10001545,42,-13.6776
2486,CA-2020-122196,TEC-AC-10004975,22,42.8805
2487,CA-2020-151799,FUR-CH-10002024,50,0
2488,CA-2019-132990,FUR-FU-10004587,45,30.7818
2489,CA-2019-114489,FUR-FU-10003708,40,1.213
2490,CA-2017-130092,FUR-TA-10003392,38,160.1586
2491,CA-2019-101651,OFF-EN-10004386,23,21.591
2492,CA-2020-148642,TEC-PH-10002563,47,22.6782
2493,CA-2017-114314,OFF-AR-10004685,10,1.2038
2494,CA-2020-151225,OFF-LA-10002312,3,17.76
2495,US-2019-110156,OFF-PA-10004782,38,6.2208
2496,CA-2018-161711,FUR-BO-10003404,27,77.5764
2497,CA-2019-145625,OFF-BI-10004584,8,-145.3508
2498,CA-2020-140963,OFF-BI-10002003,22,-6.567
2499,CA-2018-130876,OFF-PA-10004470,7,5.9072
2500,CA-2017-126032,TEC-MA-10000423,25,35.6238
2501,CA-2019-144092,OFF-PA-10001461,34,9.352
2502,CA-2017-139451,TEC-AC-10004171,46,43.9956
2503,CA-2018-136469,FUR-TA-10003715,7,-175.8708
2504,US-2019-147711,OFF-EN-10003567,26,20.6612
2505,CA-2018-159534,OFF-AR-10001166,47,8.8686
2506,CA-2017-131450,FUR-TA-10001539,22,85.3092
2507,CA-2019-165848,TEC-AC-10002718,3,-2.1885
2508,CA-2018-163055,OFF-EN-10003448,40,11.58
2509,CA-2018-150714,OFF-BI-10003684,37,19.791
2510,US-2017-112200,OFF-PA-10002499,16,48.94
2511,CA-2018-149601,OFF-BI-10004593,13,-62.88
2512,CA-2020-111556,FUR-CH-10003833,23,-73.176
2513,CA-2020-164378,FUR-CH-10000155,3,47.848
2514,CA-2020-100160,OFF-BI-10004584,27,-145.3508
2515,CA-2020-161592,OFF-PA-10000552,39,6.2208
2516,CA-2017-108707,OFF-PA-10004735,13,3.6288
2517,US-2018-126977,OFF-BI-10004654,40,1.731
2518,CA-2020-127432,TEC-PH-10002660,40,135.98
2519,CA-2019-150350,OFF-AR-10004757,30,0.4264
2520,CA-2019-127698,OFF-LA-10003930,18,144.5157
2521,CA-2020-104136,TEC-PH-10001363,18,341.994
2522,CA-2020-103765,OFF-BI-10002429,36,-68.1856
2523,CA-2020-159464,OFF-AP-10001947,47,-74.7456
2524,CA-2018-112452,OFF-AR-10000914,25,1.3992
2525,CA-2020-133648,TEC-PH-10000193,22,8.2764
2526,CA-2018-134117,OFF-BI-10003684,44,19.791
2527,CA-2020-125451,FUR-FU-10003981,21,2.288
2528,CA-2019-111682,TEC-PH-10004959,44,25.1225
2529,US-2017-155817,FUR-CH-10001545,47,-13.6776
2530,CA-2020-144498,TEC-MA-10004002,49,-111.4995
2531,CA-2018-159863,FUR-TA-10002228,42,-153.3456
2532,CA-2018-104241,OFF-PA-10004733,13,6.8904
2533,CA-2020-166128,FUR-FU-10001731,30,1.4418
2534,CA-2020-165904,OFF-BI-10001636,15,8.7672
2535,CA-2018-109575,OFF-SU-10002537,5,26.598
2536,CA-2020-112487,TEC-MA-10000029,22,30.0957
2537,CA-2018-121132,TEC-PH-10003357,20,-9.1788
2538,CA-2019-138233,TEC-PH-10003535,48,13.9986
2539,US-2019-123750,FUR-FU-10004188,17,53.196
2540,CA-2017-107769,FUR-CH-10002780,15,25.4744
2541,CA-2020-128363,OFF-AR-10000799,16,5.2896
2542,CA-2018-164497,OFF-EN-10002973,25,12.9024
2543,CA-2020-139913,OFF-PA-10004983,11,15.552
2544,CA-2018-159534,OFF-ST-10002292,7,0
2545,CA-2019-146934,OFF-PA-10003625,46,69.705
2546,CA-2018-140718,OFF-AP-10002457,50,56.511
2547,CA-2020-141614,TEC-PH-10001305,24,123.4548
2548,CA-2019-117583,TEC-AC-10004510,22,4.908
2549,CA-2019-114489,FUR-FU-10002937,24,99.23
2550,CA-2017-126403,OFF-AP-10000055,37,-146.16
2551,CA-2018-113131,OFF-BI-10000773,27,-3.6892
2552,CA-2018-159380,OFF-AR-10003727,2,4.9271
2553,CA-2019-169957,TEC-PH-10001433,12,28.7196
2554,US-2017-126340,FUR-FU-10000723,12,-84.2928
2555,CA-2018-112214,FUR-CH-10002073,36,307.1448
2556,US-2018-148817,TEC-AC-10001142,32,31.6
2557,CA-2019-137743,TEC-MA-10003356,44,364.4595
2558,CA-2019-159142,OFF-BI-10003364,29,24.5028
2559,CA-2020-136539,TEC-AC-10004469,34,35.156
2560,CA-2019-127243,OFF-EN-10003862,10,4.9082
2561,US-2017-147606,OFF-EN-10002504,31,44.0316
2562,CA-2017-151330,TEC-PH-10001305,44,123.4548
2563,CA-2017-131009,OFF-BI-10002931,23,62.91
2564,CA-2017-165309,TEC-AC-10002001,34,54.3966
2565,CA-2019-120824,OFF-AR-10001615,37,15.4752
2566,CA-2020-161200,OFF-ST-10002370,4,6.2031
2567,CA-2020-137449,OFF-ST-10000918,3,8.502
2568,CA-2020-162572,OFF-BI-10001097,26,7.2268
2569,CA-2018-110345,FUR-FU-10003878,28,8.5568
2570,CA-2020-154410,OFF-AP-10000804,35,-7.392
2571,CA-2018-140921,FUR-CH-10002880,22,121.7601
2572,CA-2019-160241,OFF-ST-10003208,38,210.4936
2573,US-2020-118087,OFF-ST-10000419,13,0.4074
2574,CA-2018-154326,TEC-AC-10000844,15,67.992
2575,CA-2020-132619,TEC-MA-10002790,21,55.9986
2576,CA-2018-148250,FUR-TA-10000688,33,-71.8905
2577,CA-2020-112865,OFF-PA-10002870,27,5.616
2578,CA-2019-142902,FUR-TA-10001950,9,80.3682
2579,CA-2018-133242,FUR-TA-10002228,45,-153.3456
2580,CA-2019-160717,OFF-ST-10003470,13,55.896
2581,CA-2019-110898,FUR-FU-10003268,39,0
2582,US-2018-136987,TEC-MA-10002073,18,103.9992
2583,CA-2020-118521,OFF-PA-10000565,49,54.8604
2584,CA-2020-111332,OFF-PA-10000955,28,5.1012
2585,CA-2020-124576,OFF-AR-10002255,47,2.5056
2586,US-2020-116652,FUR-FU-10002396,7,11.0704
2587,US-2019-132857,OFF-PA-10004947,27,3.21
2588,CA-2020-121412,OFF-AR-10003504,41,3.7236
2589,CA-2017-107573,OFF-AR-10000034,48,0.8056
2590,CA-2018-113404,OFF-ST-10004634,48,10.089
2591,US-2020-118087,OFF-BI-10004224,40,-100.92
2592,CA-2019-152072,OFF-BI-10001031,9,2.8836
2593,CA-2020-102610,OFF-AP-10001391,44,157.0176
2594,CA-2020-139304,OFF-ST-10001580,13,3.5952
2595,CA-2018-120446,FUR-CH-10000155,36,47.848
2596,CA-2019-140746,OFF-AR-10004974,10,2.8536
2597,CA-2020-139080,OFF-AR-10004078,18,1.168
2598,CA-2019-132017,TEC-MA-10002412,49,-1811.0784
2599,CA-2019-108581,OFF-AR-10004752,11,1.4952
2600,CA-2019-124254,OFF-ST-10001418,35,3.6588
2601,US-2017-100279,TEC-AC-10002049,13,66.9546
2602,CA-2017-120411,OFF-AR-10001868,8,0.84
2603,CA-2019-154508,OFF-PA-10001457,30,31.2832
2604,US-2020-100482,TEC-AC-10002600,31,-18.585
2605,CA-2018-119214,OFF-PA-10003001,45,6.4128
2606,CA-2020-109183,OFF-AP-10003971,18,5.6628
2607,US-2020-119438,TEC-PH-10002170,47,5.5992
2608,CA-2020-151799,FUR-FU-10004848,40,15.525
2609,CA-2018-135622,OFF-PA-10002960,41,16.3842
2610,CA-2020-147207,OFF-AR-10001216,7,3.614
2611,CA-2018-116092,OFF-PA-10004569,43,3.5767
2612,CA-2018-129322,FUR-FU-10002508,11,10.5084
2613,CA-2020-107174,FUR-TA-10002622,45,-58.1332
2614,CA-2020-154214,OFF-AR-10000315,33,0.307
2615,CA-2019-154018,OFF-AP-10004136,17,30.735
2616,CA-2017-129364,TEC-PH-10003273,41,131.0296
2617,CA-2017-134572,OFF-PA-10003845,45,2.8322
2618,CA-2020-125290,OFF-PA-10001994,14,17.5344
2619,CA-2019-165148,OFF-PA-10004092,24,73.41
2620,CA-2018-104129,OFF-EN-10001415,43,3.348
2621,CA-2018-130792,OFF-AR-10000034,15,0.8056
2622,CA-2019-129238,OFF-PA-10000246,14,5.2312
2623,CA-2017-105165,OFF-PA-10003072,36,18.6624
2624,CA-2017-127446,OFF-PA-10000575,11,3.0774
2625,US-2018-126753,OFF-PA-10001878,10,92.4399
2626,CA-2018-155334,OFF-BI-10001758,10,25.098
2627,CA-2019-164938,TEC-CO-10003236,26,1379.977
2628,US-2020-105697,TEC-PH-10004586,17,107.985
2629,CA-2017-154599,FUR-BO-10001601,38,10.4784
2630,CA-2020-125451,FUR-FU-10002157,44,18.3456
2631,US-2017-150924,OFF-PA-10004040,30,11.7208
2632,CA-2018-168809,TEC-MA-10000029,4,30.0957
2633,CA-2020-118003,OFF-BI-10004781,50,26.6616
2634,CA-2018-146948,OFF-PA-10002581,18,15.49
2635,US-2020-150595,FUR-BO-10004015,42,4.7996
2636,CA-2020-128335,TEC-MA-10003066,30,44.868
2637,CA-2020-155292,FUR-FU-10001591,24,46.116
2638,CA-2019-114209,OFF-AR-10003732,23,1.4456
2639,CA-2018-137113,OFF-LA-10001613,16,1.6704
2640,US-2017-157070,TEC-AC-10003174,14,258.696
2641,US-2020-163300,TEC-AC-10004510,40,4.908
2642,CA-2017-128524,TEC-PH-10000149,38,7.182
2643,CA-2019-101623,TEC-PH-10003437,18,52.493
2644,CA-2020-153822,OFF-ST-10004459,43,56.301
2645,CA-2018-147830,OFF-AP-10000595,49,3.4086
2646,CA-2020-135279,TEC-AC-10003614,43,4.5201
2647,CA-2019-148208,OFF-ST-10001526,23,156.429
2648,US-2020-161193,OFF-EN-10002312,5,10.8682
2649,CA-2018-119592,OFF-PA-10004355,15,7.2576
2650,CA-2020-148411,FUR-FU-10002685,29,7.106
2651,CA-2018-133452,OFF-BI-10000301,15,16.175
2652,CA-2019-123337,TEC-AC-10003237,50,14.628
2653,CA-2017-110065,OFF-BI-10002133,14,-53.072
2654,CA-2019-123337,OFF-AR-10002833,27,1.9656
2655,CA-2019-157266,OFF-PA-10001289,29,170.9316
2656,CA-2019-163153,OFF-BI-10001900,14,9.7038
2657,CA-2020-147452,OFF-PA-10003309,31,10.8864
2658,CA-2018-142237,TEC-PH-10002624,48,126.8973
2659,US-2019-160206,OFF-PA-10001776,2,8.7138
2660,CA-2017-146969,TEC-PH-10003095,19,46.095
2661,CA-2020-107629,OFF-SU-10004884,3,4.2471
2662,CA-2017-140228,OFF-ST-10003221,21,5.7672
2663,CA-2018-158421,TEC-PH-10001795,44,247.996
2664,US-2018-130512,OFF-EN-10004386,49,21.591
2665,US-2019-148957,OFF-BI-10000977,9,41.952
2666,CA-2017-116785,FUR-FU-10004597,50,-52.17
2667,CA-2020-118346,OFF-AP-10003849,24,107.346
2668,CA-2020-117653,OFF-ST-10001522,7,3.6796
2669,CA-2019-162901,OFF-EN-10004773,48,26.9526
2670,CA-2019-109722,OFF-PA-10004255,13,3.1104
2671,CA-2020-116288,OFF-AR-10004165,40,1.6416
2672,CA-2020-131695,OFF-AR-10001683,38,3.546
2673,CA-2018-167255,TEC-PH-10001795,50,247.996
2674,CA-2019-159009,OFF-AR-10003770,7,5.0112
2675,CA-2020-102659,FUR-CH-10002335,30,40.8006
2676,CA-2018-147788,OFF-ST-10000352,17,8.922
2677,CA-2019-128916,OFF-BI-10003910,20,5.7825
2678,CA-2018-149083,OFF-BI-10002867,18,108.7996
2679,CA-2019-142762,OFF-PA-10001457,22,31.2832
2680,CA-2020-107629,OFF-AR-10001177,9,1.476
2681,CA-2017-116904,TEC-AC-10004877,18,6.624
2682,CA-2017-111157,FUR-TA-10002645,31,-104.673
2683,CA-2018-149587,OFF-PA-10000551,10,3.0044
2684,CA-2018-102260,FUR-CH-10002758,1,73.194
2685,CA-2020-119389,OFF-PA-10003424,13,3.71
2686,CA-2017-103492,FUR-BO-10003893,25,34.494
2687,CA-2017-163468,FUR-TA-10001691,33,15.3522
2688,CA-2019-134544,TEC-AC-10000420,1,118.983
2689,CA-2018-105844,OFF-LA-10004689,2,6.2424
2690,CA-2017-120950,OFF-AR-10002766,10,1.7514
2691,US-2017-141215,OFF-FA-10000840,40,0.6156
2692,CA-2018-124499,FUR-BO-10003450,2,13.9152
2693,CA-2019-151561,OFF-FA-10002975,32,5.2164
2694,CA-2018-161263,FUR-TA-10000849,40,-99.2664
2695,CA-2018-162950,OFF-BI-10002799,17,2.6936
2696,CA-2019-133669,OFF-PA-10000418,44,146.79
2697,CA-2020-165715,OFF-BI-10000320,46,4.2804
2698,CA-2017-154599,OFF-ST-10000676,36,11.6316
2699,CA-2019-123526,OFF-LA-10003190,49,1.6704
2700,CA-2018-116876,FUR-FU-10000550,7,0.6474
2701,CA-2017-100678,OFF-BI-10001359,9,843.1706
2702,CA-2020-110905,OFF-BI-10000605,9,5.1435
2703,CA-2020-102519,OFF-PA-10001204,25,2.64
2704,CA-2020-148929,OFF-AR-10000122,38,1.116
2705,CA-2020-164329,OFF-PA-10004353,17,47.952
2706,CA-2017-124702,OFF-LA-10004055,5,4.8118
2707,CA-2017-158372,TEC-PH-10002538,48,10.9939
2708,CA-2018-124975,FUR-CH-10003606,15,10.2592
2709,CA-2019-106397,OFF-PA-10000295,43,18.6624
2710,CA-2020-145884,OFF-PA-10002581,34,15.49
2711,CA-2019-145177,TEC-PH-10004774,47,2.7279
2712,CA-2020-121503,OFF-LA-10001934,35,6.8714
2713,US-2018-138093,OFF-AR-10001955,37,9.92
2714,US-2017-161305,TEC-PH-10002817,36,36.4473
2715,CA-2019-114727,OFF-PA-10001166,38,5.4432
2716,CA-2018-122168,OFF-PA-10003543,37,5.4432
2717,CA-2020-103611,OFF-PA-10004911,33,36.0192
2718,CA-2018-116092,FUR-FU-10002813,32,9.7152
2719,CA-2017-116239,TEC-PH-10000215,40,103.8015
2720,CA-2020-100230,OFF-AR-10002818,19,26.376
2721,CA-2020-122595,OFF-AR-10002467,5,0.4172
2722,CA-2018-111164,OFF-PA-10004156,33,16.6698
2723,CA-2019-101378,OFF-ST-10001780,34,310.9872
2724,CA-2020-156776,TEC-PH-10003931,3,8.9985
2725,CA-2019-124590,OFF-BI-10000343,14,-2.2586
2726,CA-2019-139808,FUR-CH-10001146,12,-15.2225
2727,CA-2019-149279,TEC-PH-10000560,32,55.9984
2728,CA-2020-122105,FUR-FU-10002553,12,-24.189
2729,CA-2020-119655,OFF-BI-10004600,2,331.191
2730,CA-2018-161718,FUR-FU-10001095,3,28.5984
2731,CA-2017-124737,OFF-BI-10003274,39,-1.8308
2732,CA-2018-162761,TEC-PH-10001700,48,35.6346
2733,CA-2019-165827,TEC-AC-10004708,41,8.799
2734,CA-2020-124674,TEC-PH-10002624,11,126.8973
2735,CA-2020-162712,FUR-CH-10003312,3,-258.5016
2736,US-2018-165449,TEC-AC-10003441,31,4.068
2737,CA-2019-124485,OFF-BI-10001098,19,18.6006
2738,CA-2020-137505,OFF-AR-10001988,18,5.2113
2739,US-2020-124303,OFF-EN-10001099,40,5.0856
2740,CA-2020-103380,OFF-AP-10002457,41,56.511
2741,CA-2019-109743,OFF-AP-10000275,48,459.396
2742,CA-2020-105480,OFF-AR-10000823,29,1.5288
2743,CA-2018-111990,FUR-FU-10004973,37,15.8256
2744,CA-2017-104472,FUR-FU-10002501,33,23.384
2745,CA-2020-159464,OFF-PA-10001243,27,2.9302
2746,US-2017-163797,OFF-EN-10000927,33,62.8075
2747,CA-2018-138009,OFF-AR-10002280,5,17.469
2748,CA-2020-132199,FUR-FU-10000723,25,-84.2928
2749,US-2020-104661,TEC-PH-10000347,45,4.0095
2750,CA-2020-155705,OFF-ST-10000532,42,110.0528
2751,CA-2019-126270,OFF-FA-10003059,24,0.2353
2752,CA-2017-159800,TEC-AC-10002842,38,38.08
2753,CA-2020-101308,OFF-PA-10003302,44,28.7064
2754,CA-2017-156433,FUR-FU-10000308,14,95.7572
2755,CA-2017-133158,OFF-PA-10004888,6,3.1104
2756,CA-2019-124590,TEC-AC-10002018,34,6.4308
2757,CA-2018-121965,OFF-AP-10000696,22,-20.3322
2758,CA-2017-166863,OFF-PA-10001509,33,28.819
2759,CA-2020-132647,OFF-BI-10001759,7,2.2098
2760,CA-2017-158372,OFF-PA-10003823,12,69.705
2761,US-2019-169040,OFF-ST-10000321,45,0.3156
2762,CA-2018-128958,FUR-FU-10001967,17,0.9995
2763,CA-2020-121489,TEC-AC-10001908,6,34.9965
2764,US-2017-160780,TEC-AC-10003237,44,14.628
2765,CA-2020-118367,FUR-CH-10001708,10,139.5702
2766,CA-2020-161956,TEC-MA-10003674,2,49.761
2767,CA-2019-113845,FUR-FU-10001487,43,14.1694
2768,CA-2018-123092,OFF-PA-10001019,36,18.7812
2769,CA-2020-107125,FUR-TA-10004619,12,95.586
2770,CA-2018-157434,OFF-LA-10004055,30,4.8118
2771,US-2020-126179,TEC-PH-10003437,2,52.493
2772,CA-2019-117121,OFF-PA-10002333,1,5.6376
2773,CA-2020-159884,OFF-EN-10002986,14,35.415
2774,CA-2019-139269,OFF-BI-10000315,17,-20.889
2775,CA-2020-153227,FUR-FU-10004904,19,-182.352
2776,US-2018-129637,OFF-PA-10004675,4,8.763
2777,CA-2018-165624,OFF-BI-10000088,38,-13.6152
2778,CA-2020-117457,OFF-PA-10000312,1,29.692
2779,CA-2020-104108,TEC-AC-10000158,7,0.7198
2780,CA-2020-152079,OFF-BI-10003350,8,5.8696
2781,CA-2020-121083,OFF-AP-10001391,24,157.0176
2782,CA-2018-118955,FUR-CH-10001973,27,-88.784
2783,CA-2017-112291,TEC-PH-10004071,35,5.5944
2784,US-2020-155425,TEC-PH-10000702,12,8.3916
2785,CA-2019-136371,OFF-PA-10003790,1,17.8152
2786,CA-2019-110975,FUR-BO-10000780,27,-225.0976
2787,US-2020-110646,FUR-BO-10003159,18,-20.6964
2788,US-2019-164196,OFF-FA-10000936,50,0.8225
2789,CA-2018-119627,OFF-LA-10002473,12,3.3408
2790,CA-2020-110373,OFF-EN-10001137,18,3.7996
2791,CA-2019-110975,FUR-FU-10000719,30,6.1704
2792,CA-2018-121405,OFF-ST-10001505,39,-1.2558
2793,CA-2017-160766,OFF-AR-10001044,38,45.2226
2794,CA-2017-168368,TEC-PH-10002468,12,66.6351
2795,CA-2020-145226,FUR-CH-10003535,14,29.8802
2796,CA-2019-108868,OFF-BI-10003712,46,-4.1244
2797,CA-2020-114804,FUR-FU-10001756,6,1.7136
2798,CA-2017-101427,TEC-MA-10000112,45,179.73
2799,CA-2017-108182,OFF-BI-10003718,7,206.6232
2800,CA-2019-136329,OFF-AP-10001271,8,41.2938
2801,CA-2019-122063,OFF-PA-10000241,49,7.745
2802,US-2019-124163,FUR-FU-10000010,17,3.0814
2803,CA-2019-108630,OFF-LA-10004409,32,3.744
2804,CA-2020-168389,OFF-EN-10003068,41,2.772
2805,CA-2018-131352,OFF-LA-10003537,5,11.7782
2806,CA-2019-101966,OFF-PA-10001838,23,2.8812
2807,US-2018-130519,OFF-PA-10004405,20,5.0064
2808,CA-2020-169810,TEC-AC-10004814,25,70.0977
2809,CA-2017-116834,TEC-MA-10001570,41,130.2075
2810,CA-2018-107937,FUR-TA-10002041,37,-112.9527
2811,US-2019-165505,TEC-AC-10001767,25,-10.7973
2812,US-2019-123470,TEC-CO-10001766,32,1480.4671
2813,US-2019-114013,FUR-CH-10004287,20,-24.858
2814,CA-2020-114055,OFF-AR-10000380,2,22.788
2815,CA-2020-103380,OFF-ST-10001490,28,17.847
2816,US-2020-128832,TEC-PH-10002660,23,135.98
2817,CA-2018-126557,TEC-AC-10004864,4,15.6993
2818,US-2020-131583,OFF-AR-10003156,36,7.9248
2819,CA-2019-109344,OFF-AR-10003876,12,3.912
2820,CA-2020-165204,OFF-BI-10004187,48,2.7072
2821,CA-2020-122175,TEC-AC-10004145,46,114.9954
2822,CA-2018-123456,OFF-ST-10000885,39,6.715
2823,CA-2020-119193,TEC-AC-10002600,21,-18.585
2824,CA-2019-123120,TEC-AC-10003116,31,3.3725
2825,CA-2017-167997,TEC-AC-10001314,28,-35.9928
2826,CA-2020-115119,TEC-MA-10002790,32,55.9986
2827,CA-2020-117863,FUR-FU-10001468,30,-68.392
2828,CA-2018-119102,FUR-CH-10002335,33,40.8006
2829,US-2019-108637,TEC-PH-10000895,44,374.3792
2830,CA-2017-165974,OFF-BI-10001031,29,2.8836
2831,US-2017-122021,OFF-ST-10002974,39,30.499
2832,CA-2020-118199,FUR-CH-10000309,32,316.8825
2833,US-2017-140116,OFF-LA-10001982,32,14.4
2834,CA-2018-118843,FUR-BO-10002545,6,-46.9764
2835,CA-2019-158806,TEC-AC-10003116,48,3.3725
2836,CA-2020-120404,OFF-BI-10004410,45,17.9634
2837,CA-2018-110863,OFF-PA-10001870,1,18.6624
2838,CA-2020-127782,OFF-LA-10000305,22,23.184
2839,US-2019-144057,OFF-BI-10002072,44,8.69
2840,CA-2017-121727,OFF-BI-10003291,10,8.2062
2841,CA-2017-130428,TEC-AC-10003033,1,762.1845
