order_id,customer_id,order_date,shipping_status
CA-2019-119186,473,5/26/2019,order placed
CA-2019-148698,743,5/7/2019,Cancelled
CA-2017-163293,416,9/11/2017,Cancelled
CA-2017-163293,660,9/11/2017,Delivered
CA-2019-160815,241,9/6/2019,Awaiting Delivery
CA-2020-122154,192,4/11/2020,Cancelled
CA-2020-122154,406,4/11/2020,Returned
CA-2020-122154,701,4/11/2020,processing
US-2018-149692,586,12/12/2018,Shipped
CA-2019-119445,323,7/3/2019,Scheduled Delivery
CA-2018-124268,431,7/8/2018,Failed Delivery
CA-2019-154711,681,11/26/2019,In Transit
CA-2019-154711,758,11/26/2019,Delayed/On-hold
CA-2019-154711,792,11/26/2019,Shipped
CA-2019-163384,331,11/12/2019,processing
CA-2019-163384,418,11/12/2019,Out for Delivery
CA-2018-101707,722,9/1/2018,Delayed/On-hold
CA-2018-101707,752,9/1/2018,Returned
CA-2018-101707,313,9/1/2018,Failed Delivery
CA-2018-138898,28,5/29/2018,Delivered
CA-2020-115427,434,1/3/2021,processing
CA-2020-115427,101,1/3/2021,Delivered
CA-2019-134425,791,12/12/2019,Scheduled Delivery
CA-2018-121391,200,10/7/2018,Returned
CA-2019-137043,762,12/25/2019,awaiting shipment
CA-2019-137043,326,12/25/2019,Awaiting Delivery
CA-2018-115847,778,9/24/2018,Lost
US-2020-126179,288,7/7/2020,Awaiting Delivery
US-2020-126179,284,7/7/2020,Lost
CA-2019-101966,155,7/16/2019,Scheduled Delivery
CA-2019-141397,438,6/21/2019,Delivered
CA-2019-141397,733,6/21/2019,Cancelled
CA-2019-141397,336,6/21/2019,Delivered
CA-2019-141397,405,6/21/2019,Failed Delivery
CA-2019-141397,67,6/21/2019,Out for Delivery
CA-2019-141082,312,12/13/2019,In Transit
CA-2019-141082,568,12/13/2019,Scheduled Delivery
US-2019-134488,787,10/1/2019,Out for Delivery
CA-2019-145919,663,12/23/2019,order placed
CA-2019-145919,123,12/23/2019,Delayed/On-hold
CA-2019-145919,146,12/23/2019,Scheduled Delivery
CA-2020-157651,577,12/14/2020,awaiting shipment
CA-2017-160773,327,7/5/2017,Returned
CA-2017-160773,379,7/5/2017,awaiting shipment
CA-2020-167703,642,2/8/2020,Cancelled
CA-2020-167703,549,2/8/2020,Delivered
CA-2020-121804,117,3/8/2020,order placed
CA-2020-162635,212,10/10/2020,Out for Delivery
CA-2017-107153,576,10/3/2017,Awaiting Delivery
US-2017-117058,384,5/30/2017,Scheduled Delivery
CA-2018-120439,451,6/18/2018,order placed
CA-2019-128258,687,4/1/2019,Delivered
CA-2020-106033,46,10/18/2020,order placed
CA-2019-142762,399,5/27/2019,order placed
CA-2020-127705,677,6/6/2020,Cancelled
CA-2020-127705,291,6/6/2020,Returned
CA-2017-122567,657,2/21/2017,Out for Delivery
CA-2017-122567,115,2/21/2017,awaiting shipment
CA-2017-121664,608,5/10/2017,Returned
CA-2019-122133,129,5/23/2019,In Transit
US-2020-123281,634,4/7/2020,Shipped
CA-2020-100524,695,4/2/2020,Returned
CA-2020-100524,450,4/2/2020,Awaiting Delivery
CA-2020-100524,178,4/2/2020,In Transit
CA-2020-113481,283,1/4/2020,Awaiting Delivery
CA-2020-113481,447,1/4/2020,Failed Delivery
CA-2020-113481,464,1/4/2020,Cancelled
CA-2018-131758,359,6/1/2018,Lost
CA-2018-131758,19,6/1/2018,processing
CA-2017-118339,602,3/24/2017,awaiting shipment
CA-2017-118339,657,3/24/2017,Scheduled Delivery
CA-2017-118339,192,3/24/2017,Cancelled
CA-2017-118339,231,3/24/2017,Delayed/On-hold
CA-2017-118339,303,3/24/2017,Scheduled Delivery
CA-2017-153976,76,10/8/2017,Cancelled
CA-2019-162901,769,3/31/2019,awaiting shipment
CA-2020-162978,367,5/9/2020,Failed Delivery
CA-2020-162978,336,5/9/2020,Delivered
CA-2020-162978,698,5/9/2020,Cancelled
US-2017-160444,254,7/5/2017,Out for Delivery
US-2017-160444,104,7/5/2017,Cancelled
CA-2019-145247,513,5/7/2019,processing
CA-2020-160045,61,4/27/2020,Lost
US-2017-151925,491,10/1/2017,processing
CA-2020-125199,344,10/25/2020,processing
CA-2020-125199,435,10/25/2020,Shipped
CA-2020-125199,377,10/25/2020,Scheduled Delivery
US-2020-155425,661,11/11/2020,Scheduled Delivery
US-2020-155425,402,11/11/2020,awaiting shipment
US-2020-155425,80,11/11/2020,Returned
US-2020-155425,708,11/11/2020,Delayed/On-hold
US-2020-155425,53,11/11/2020,Delayed/On-hold
CA-2020-133249,659,7/11/2020,awaiting shipment
US-2018-103471,169,12/28/2018,awaiting shipment
US-2018-103471,236,12/28/2018,Cancelled
CA-2020-136672,580,3/12/2020,Delivered
US-2017-157021,528,4/6/2017,Out for Delivery
US-2017-157021,291,4/6/2017,Scheduled Delivery
CA-2018-120362,245,9/19/2018,Failed Delivery
CA-2017-126361,649,8/9/2017,Delivered
CA-2017-126361,11,8/9/2017,Awaiting Delivery
CA-2017-126361,645,8/9/2017,Delayed/On-hold
CA-2017-126361,633,8/9/2017,Awaiting Delivery
CA-2017-126361,328,8/9/2017,Scheduled Delivery
CA-2017-126361,498,8/9/2017,order placed
US-2019-100566,214,9/9/2019,Delivered
US-2019-108504,625,2/5/2019,Failed Delivery
US-2019-108504,164,2/5/2019,In Transit
US-2019-108504,60,2/5/2019,Shipped
US-2019-108504,46,2/5/2019,Lost
US-2019-108504,494,2/5/2019,Scheduled Delivery
US-2019-108504,727,2/5/2019,Awaiting Delivery
US-2019-108504,67,2/5/2019,Returned
US-2019-108504,481,2/5/2019,Failed Delivery
US-2019-108504,490,2/5/2019,Returned
US-2019-108504,585,2/5/2019,Returned
US-2019-108504,243,2/5/2019,Out for Delivery
CA-2020-124828,722,7/4/2020,Lost
US-2020-117247,605,10/14/2020,Delayed/On-hold
US-2020-117247,356,10/14/2020,Shipped
CA-2019-124485,268,11/26/2019,Delivered
CA-2019-124485,541,11/26/2019,Cancelled
CA-2019-124485,396,11/26/2019,Delivered
CA-2019-124485,83,11/26/2019,Lost
CA-2019-159212,391,11/5/2019,Cancelled
CA-2019-159212,13,11/5/2019,Shipped
US-2019-161396,589,4/25/2019,Scheduled Delivery
US-2019-161396,658,4/25/2019,Shipped
US-2017-118486,405,4/8/2017,Delivered
US-2017-118486,211,4/8/2017,Cancelled
US-2017-118486,115,4/8/2017,Shipped
CA-2019-130407,205,9/6/2019,Cancelled
CA-2019-130407,92,9/6/2019,Delivered
US-2019-122245,433,9/30/2019,Scheduled Delivery
CA-2020-105144,305,11/11/2020,In Transit
CA-2019-136329,766,7/13/2019,Delivered
CA-2019-136329,409,7/13/2019,Delivered
CA-2017-146640,87,7/5/2017,Returned
CA-2020-115994,485,1/31/2020,Returned
CA-2020-115994,422,1/31/2020,order placed
CA-2018-126697,752,9/24/2018,Failed Delivery
CA-2018-126697,726,9/24/2018,Returned
CA-2018-126697,267,9/24/2018,Lost
CA-2018-124800,346,9/30/2018,Delivered
CA-2018-124800,568,9/30/2018,Shipped
CA-2018-124800,361,9/30/2018,Shipped
CA-2018-124800,227,9/30/2018,Out for Delivery
CA-2018-124800,476,9/30/2018,awaiting shipment
CA-2018-124800,675,9/30/2018,Awaiting Delivery
CA-2018-124800,566,9/30/2018,Out for Delivery
US-2018-164448,727,11/4/2018,Awaiting Delivery
US-2018-164448,441,11/4/2018,awaiting shipment
US-2018-164448,348,11/4/2018,Cancelled
US-2018-164448,505,11/4/2018,Shipped
CA-2020-122700,784,11/30/2020,Cancelled
CA-2017-120768,709,12/21/2017,awaiting shipment
CA-2017-120768,296,12/21/2017,Cancelled
CA-2017-120768,569,12/21/2017,Out for Delivery
US-2019-153129,471,12/30/2019,Returned
CA-2020-106852,767,6/27/2020,order placed
CA-2020-106852,186,6/27/2020,Delayed/On-hold
CA-2018-139731,83,10/15/2018,order placed
CA-2018-139731,158,10/15/2018,Delayed/On-hold
CA-2020-122735,488,4/15/2020,Returned
CA-2020-122735,734,4/15/2020,Awaiting Delivery
CA-2020-128160,352,12/24/2020,awaiting shipment
CA-2020-117695,774,8/8/2020,awaiting shipment
CA-2018-166135,593,10/6/2018,Shipped
CA-2019-133725,303,5/28/2019,Shipped
CA-2020-102337,477,6/16/2020,Returned
CA-2020-102337,606,6/16/2020,Cancelled
CA-2020-102337,788,6/16/2020,Failed Delivery
US-2017-112564,674,4/24/2017,Failed Delivery
CA-2018-145821,364,5/7/2018,processing
US-2018-160150,483,7/20/2018,Cancelled
CA-2019-133711,480,11/29/2019,Cancelled
CA-2019-133711,550,11/29/2019,In Transit
CA-2019-133711,534,11/29/2019,Awaiting Delivery
CA-2019-133711,554,11/29/2019,Delivered
CA-2020-148474,96,6/19/2020,Cancelled
CA-2020-148474,766,6/19/2020,processing
CA-2018-111297,613,8/21/2018,Delivered
CA-2019-123722,663,10/1/2019,awaiting shipment
CA-2017-155271,379,5/4/2017,Lost
CA-2018-119907,262,12/8/2018,Out for Delivery
US-2019-128902,527,3/15/2019,Awaiting Delivery
CA-2019-152289,377,8/28/2019,processing
CA-2019-152289,222,8/28/2019,Lost
US-2019-104794,786,12/19/2019,awaiting shipment
CA-2017-151708,45,8/14/2017,Awaiting Delivery
CA-2017-151708,629,8/14/2017,In Transit
CA-2018-100769,332,5/16/2018,Returned
CA-2020-139199,134,12/13/2020,processing
CA-2020-139199,602,12/13/2020,Delayed/On-hold
CA-2020-139199,27,12/13/2020,Delivered
US-2018-161466,528,9/27/2018,Out for Delivery
CA-2020-164959,371,7/15/2020,Lost
US-2018-105676,408,12/2/2018,Scheduled Delivery
CA-2019-113138,336,11/25/2019,awaiting shipment
CA-2019-113138,110,11/25/2019,Failed Delivery
US-2020-104955,618,3/24/2020,Awaiting Delivery
CA-2019-121958,690,11/17/2019,Awaiting Delivery
CA-2020-121468,612,11/20/2020,Delayed/On-hold
US-2019-108455,183,12/8/2019,Delivered
US-2019-108455,663,12/8/2019,Returned
US-2019-108455,495,12/8/2019,Scheduled Delivery
CA-2020-101210,729,8/28/2020,Lost
CA-2020-101210,318,8/28/2020,In Transit
US-2019-108098,788,10/18/2019,Scheduled Delivery
CA-2017-119032,367,12/3/2017,Returned
CA-2018-140410,768,11/7/2018,Delayed/On-hold
CA-2018-140410,5,11/7/2018,Returned
CA-2018-140410,136,11/7/2018,Returned
CA-2017-136280,679,12/6/2017,order placed
CA-2020-151911,313,5/5/2020,order placed
CA-2020-166436,233,11/28/2020,In Transit
CA-2020-166436,263,11/28/2020,order placed
CA-2020-139661,733,11/3/2020,Failed Delivery
CA-2017-123925,658,12/19/2017,In Transit
CA-2020-152485,289,9/8/2020,Returned
CA-2020-152485,200,9/8/2020,order placed
CA-2020-152485,304,9/8/2020,awaiting shipment
CA-2019-141586,180,10/20/2019,Awaiting Delivery
CA-2020-130386,675,11/18/2020,Awaiting Delivery
CA-2020-130386,521,11/18/2020,processing
CA-2020-130386,635,11/18/2020,Out for Delivery
CA-2019-100468,274,12/1/2019,In Transit
CA-2019-100468,146,12/1/2019,awaiting shipment
CA-2018-153388,603,8/7/2018,Cancelled
CA-2018-153388,52,8/7/2018,Scheduled Delivery
CA-2020-154935,77,12/29/2020,Shipped
CA-2019-134208,756,9/23/2019,Awaiting Delivery
CA-2020-108294,427,12/10/2020,Failed Delivery
CA-2020-103611,624,9/15/2020,Failed Delivery
CA-2020-100384,700,7/1/2020,Lost
CA-2020-100384,45,7/1/2020,awaiting shipment
CA-2020-112809,541,8/22/2020,Out for Delivery
CA-2020-112809,745,8/22/2020,Delayed/On-hold
CA-2020-112809,259,8/22/2020,Out for Delivery
US-2020-160759,104,12/17/2020,Returned
CA-2020-148446,11,12/14/2020,In Transit
CA-2017-111059,367,2/6/2017,Failed Delivery
CA-2017-111059,703,2/6/2017,Cancelled
CA-2020-116204,473,2/14/2020,Scheduled Delivery
CA-2020-109946,112,4/21/2020,Scheduled Delivery
CA-2018-144806,336,12/11/2018,Shipped
CA-2018-144806,502,12/11/2018,Shipped
CA-2018-144806,298,12/11/2018,Delayed/On-hold
CA-2018-144806,464,12/11/2018,Returned
CA-2018-144806,747,12/11/2018,Delayed/On-hold
CA-2019-122392,176,7/27/2019,Delivered
CA-2019-122392,158,7/27/2019,processing
CA-2018-148432,452,11/10/2018,Delivered
CA-2018-148432,493,11/10/2018,Shipped
CA-2018-103793,88,3/31/2018,Scheduled Delivery
CA-2020-159884,654,9/5/2020,Lost
CA-2020-159884,195,9/5/2020,Awaiting Delivery
CA-2019-139885,642,12/8/2019,processing
CA-2020-124086,223,2/14/2020,Out for Delivery
CA-2019-112389,19,11/2/2019,Delayed/On-hold
CA-2019-112389,463,11/2/2019,Delayed/On-hold
CA-2020-121888,273,9/17/2020,processing
CA-2020-121888,442,9/17/2020,Scheduled Delivery
CA-2020-121888,123,9/17/2020,In Transit
CA-2020-121888,636,9/17/2020,awaiting shipment
CA-2017-166884,361,3/16/2017,Delivered
CA-2017-166884,580,3/16/2017,Awaiting Delivery
CA-2017-107181,185,2/8/2017,Cancelled
CA-2017-107181,410,2/8/2017,awaiting shipment
CA-2017-150245,295,1/4/2018,Awaiting Delivery
CA-2018-111395,682,11/27/2018,Delivered
CA-2018-111395,585,11/27/2018,Lost
CA-2018-111395,755,11/27/2018,Awaiting Delivery
CA-2017-134278,134,7/8/2017,Delivered
US-2020-124926,612,11/18/2020,Cancelled
CA-2019-159345,288,6/22/2019,Failed Delivery
CA-2017-130274,475,5/5/2017,Cancelled
CA-2020-158386,551,10/21/2020,Delivered
CA-2018-111507,35,2/13/2018,awaiting shipment
CA-2020-120761,658,9/8/2020,Awaiting Delivery
CA-2019-109176,793,5/15/2019,Delayed/On-hold
CA-2019-109176,580,5/15/2019,Shipped
CA-2018-112116,319,3/18/2018,Failed Delivery
CA-2019-126809,1,4/13/2019,Cancelled
CA-2017-105172,548,4/9/2017,In Transit
CA-2020-107293,466,9/6/2020,Shipped
US-2020-102890,563,6/30/2020,Cancelled
CA-2018-158554,39,11/9/2018,Awaiting Delivery
CA-2017-116239,271,3/4/2017,Returned
CA-2018-132101,57,3/25/2018,Cancelled
CA-2018-129112,518,11/30/2018,processing
CA-2018-129112,29,11/30/2018,Shipped
US-2020-152002,83,6/11/2020,Failed Delivery
CA-2020-165029,202,11/30/2020,Scheduled Delivery
US-2017-157385,632,11/25/2017,Delayed/On-hold
US-2017-157385,543,11/25/2017,Delayed/On-hold
US-2017-157385,138,11/25/2017,Failed Delivery
US-2017-157385,649,11/25/2017,Failed Delivery
CA-2017-101602,713,12/18/2017,Out for Delivery
CA-2017-101602,294,12/18/2017,Lost
CA-2019-109057,786,4/27/2019,In Transit
CA-2019-154403,441,5/27/2019,Shipped
CA-2019-102456,786,3/1/2019,order placed
CA-2018-131338,241,8/12/2018,Cancelled
CA-2018-131338,444,8/12/2018,awaiting shipment
CA-2018-131338,167,8/12/2018,order placed
CA-2018-131338,211,8/12/2018,Out for Delivery
CA-2018-131338,199,8/12/2018,processing
CA-2018-131338,675,8/12/2018,In Transit
CA-2018-131338,92,8/12/2018,Delivered
CA-2018-131338,381,8/12/2018,Delivered
CA-2018-131338,504,8/12/2018,Out for Delivery
CA-2018-131338,568,8/12/2018,processing
CA-2019-109911,786,5/16/2019,Lost
US-2019-132423,11,4/19/2019,Scheduled Delivery
US-2019-132423,23,4/19/2019,Scheduled Delivery
CA-2018-122826,731,6/25/2018,Scheduled Delivery
CA-2017-117317,224,10/19/2017,Shipped
CA-2018-118423,193,3/27/2018,Failed Delivery
CA-2020-149181,178,5/12/2020,Returned
CA-2020-132234,215,10/18/2020,Delayed/On-hold
CA-2020-158876,137,11/21/2020,Shipped
CA-2020-158876,698,11/21/2020,Delayed/On-hold
CA-2020-158876,588,11/21/2020,processing
CA-2020-158876,502,11/21/2020,Lost
CA-2019-164672,147,5/13/2019,Cancelled
US-2019-132857,182,12/17/2019,Scheduled Delivery
CA-2020-116645,198,12/4/2020,order placed
US-2019-115819,476,4/24/2019,Delayed/On-hold
US-2019-115819,402,4/24/2019,order placed
US-2019-115819,650,4/24/2019,order placed
US-2019-115819,781,4/24/2019,awaiting shipment
US-2019-115819,123,4/24/2019,Awaiting Delivery
US-2019-115819,640,4/24/2019,awaiting shipment
CA-2017-156349,45,5/30/2017,Out for Delivery
CA-2017-156349,503,5/30/2017,Failed Delivery
CA-2017-156349,20,5/30/2017,Delayed/On-hold
CA-2020-138380,348,12/25/2020,In Transit
US-2019-113509,581,3/19/2019,Delivered
CA-2018-130022,420,8/16/2018,Out for Delivery
CA-2018-130022,615,8/16/2018,Scheduled Delivery
CA-2018-130022,272,8/16/2018,Awaiting Delivery
US-2019-118780,376,9/14/2019,Returned
US-2019-118780,705,9/14/2019,awaiting shipment
CA-2020-108560,264,7/15/2020,awaiting shipment
CA-2020-108560,655,7/15/2020,awaiting shipment
CA-2020-108560,676,7/15/2020,Shipped
CA-2020-108560,731,7/15/2020,Delivered
CA-2018-157084,664,12/24/2018,processing
CA-2018-157084,700,12/24/2018,awaiting shipment
CA-2018-164539,568,11/22/2018,order placed
CA-2018-143119,218,9/30/2018,Shipped
CA-2020-101049,426,6/25/2020,Shipped
CA-2020-101049,138,6/25/2020,processing
CA-2019-106530,294,5/8/2019,Delayed/On-hold
CA-2019-106530,477,5/8/2019,Cancelled
CA-2019-106530,626,5/8/2019,In Transit
CA-2019-106530,249,5/8/2019,Delivered
CA-2019-106530,97,5/8/2019,Awaiting Delivery
CA-2017-168984,156,12/2/2017,order placed
CA-2017-168984,360,12/2/2017,Returned
CA-2017-168984,443,12/2/2017,Cancelled
CA-2019-157266,575,6/1/2019,Shipped
CA-2019-157266,683,6/1/2019,Returned
CA-2019-157266,80,6/1/2019,processing
CA-2019-157266,457,6/1/2019,Delivered
US-2017-134712,369,12/4/2017,Scheduled Delivery
CA-2018-111829,769,3/20/2018,order placed
CA-2018-111829,164,3/20/2018,Cancelled
CA-2018-111829,106,3/20/2018,Failed Delivery
CA-2018-105221,37,11/3/2018,order placed
CA-2018-105221,107,11/3/2018,Cancelled
CA-2018-120341,668,9/29/2018,Delivered
CA-2018-120341,234,9/29/2018,Lost
CA-2017-135699,593,8/29/2017,Cancelled
CA-2017-135699,179,8/29/2017,Returned
US-2020-132444,554,11/21/2020,Lost
US-2020-132444,489,11/21/2020,Delayed/On-hold
US-2020-132444,376,11/21/2020,Returned
US-2020-132444,560,11/21/2020,awaiting shipment
US-2020-132444,714,11/21/2020,Delivered
CA-2017-127159,2,5/15/2017,Awaiting Delivery
CA-2020-161809,284,1/26/2020,Cancelled
CA-2020-127285,475,11/6/2020,Delayed/On-hold
CA-2020-127285,687,11/6/2020,Delivered
CA-2020-144526,695,5/6/2020,Out for Delivery
CA-2020-144526,430,5/6/2020,Lost
CA-2019-128531,673,11/26/2019,In Transit
CA-2019-128531,339,11/26/2019,order placed
CA-2019-128531,431,11/26/2019,Cancelled
CA-2019-128531,497,11/26/2019,Lost
CA-2019-128531,737,11/26/2019,Shipped
CA-2019-128531,426,11/26/2019,Cancelled
US-2018-157154,488,1/15/2018,Out for Delivery
CA-2020-159457,436,10/26/2020,Cancelled
CA-2019-107615,511,3/25/2019,Delayed/On-hold
CA-2020-111647,380,7/7/2020,Failed Delivery
CA-2018-150560,593,12/12/2018,Returned
CA-2018-143077,217,9/21/2018,Out for Delivery
CA-2018-143077,491,9/21/2018,Awaiting Delivery
CA-2019-122728,602,5/24/2019,In Transit
CA-2019-122728,571,5/24/2019,Awaiting Delivery
CA-2017-122882,288,9/13/2017,processing
CA-2017-122882,730,9/13/2017,processing
CA-2017-122882,725,9/13/2017,processing
CA-2017-122882,15,9/13/2017,Out for Delivery
US-2019-101497,125,10/1/2019,Cancelled
CA-2019-147585,219,11/12/2019,Delivered
CA-2020-149489,363,4/27/2020,Shipped
CA-2020-149489,536,4/27/2020,Cancelled
CA-2020-149489,590,4/27/2020,Scheduled Delivery
CA-2020-143798,237,12/12/2020,Failed Delivery
CA-2020-143798,80,12/12/2020,processing
CA-2017-142839,352,8/20/2017,Out for Delivery
CA-2020-129833,75,12/15/2020,Delayed/On-hold
CA-2020-129833,593,12/15/2020,Awaiting Delivery
US-2019-154361,65,3/19/2019,awaiting shipment
US-2019-158708,344,6/29/2019,Scheduled Delivery
CA-2018-156335,42,9/28/2018,Delivered
CA-2018-156335,21,9/28/2018,In Transit
CA-2018-156335,49,9/28/2018,Cancelled
CA-2018-148376,466,12/31/2018,Failed Delivery
CA-2018-148376,509,12/31/2018,Delivered
CA-2017-135657,744,6/7/2017,Cancelled
CA-2018-114069,552,7/15/2018,Delivered
CA-2018-114069,506,7/15/2018,Delivered
CA-2018-114069,547,7/15/2018,order placed
CA-2017-139857,608,2/6/2017,Awaiting Delivery
CA-2019-106306,18,3/8/2019,Delivered
CA-2018-100545,617,11/26/2018,awaiting shipment
CA-2020-123491,777,11/5/2020,order placed
CA-2020-123491,326,11/5/2020,awaiting shipment
CA-2020-123491,376,11/5/2020,Awaiting Delivery
CA-2020-123491,724,11/5/2020,Shipped
CA-2020-123491,194,11/5/2020,Cancelled
CA-2020-123491,213,11/5/2020,awaiting shipment
CA-2018-145401,616,2/4/2018,Returned
US-2020-124968,577,9/13/2020,Cancelled
CA-2020-104003,256,10/13/2020,In Transit
CA-2019-154788,767,5/4/2019,Lost
CA-2019-169943,568,5/24/2019,awaiting shipment
CA-2019-169943,144,5/24/2019,Returned
CA-2019-169943,129,5/24/2019,Scheduled Delivery
CA-2019-169943,751,5/24/2019,Cancelled
CA-2019-169943,634,5/24/2019,Scheduled Delivery
US-2018-123218,30,12/25/2018,Out for Delivery
US-2018-123218,651,12/25/2018,Returned
US-2018-123218,696,12/25/2018,processing
CA-2018-127453,527,12/20/2018,Returned
CA-2018-127453,185,12/20/2018,Failed Delivery
CA-2018-127453,747,12/20/2018,In Transit
US-2020-164056,168,5/4/2020,Cancelled
CA-2019-106894,197,2/7/2019,Failed Delivery
CA-2019-106894,585,2/7/2019,Delivered
CA-2017-125136,339,10/3/2017,Delayed/On-hold
CA-2017-125136,209,10/3/2017,Cancelled
US-2019-131149,429,7/14/2019,Scheduled Delivery
US-2019-131149,67,7/14/2019,Cancelled
CA-2020-101483,410,8/1/2020,Out for Delivery
CA-2020-101483,49,8/1/2020,awaiting shipment
CA-2020-101483,492,8/1/2020,Returned
CA-2018-130204,636,9/9/2018,Delivered
CA-2018-130204,529,9/9/2018,awaiting shipment
CA-2018-130204,638,9/9/2018,order placed
CA-2017-110527,670,8/16/2017,Delayed/On-hold
CA-2020-152807,756,11/3/2020,awaiting shipment
CA-2020-152807,599,11/3/2020,order placed
CA-2020-152807,216,11/3/2020,processing
CA-2020-152807,569,11/3/2020,Out for Delivery
CA-2017-133270,763,6/9/2017,Cancelled
CA-2019-155670,120,8/17/2019,Returned
CA-2019-155670,542,8/17/2019,In Transit
US-2017-157406,327,4/29/2017,Delayed/On-hold
US-2017-157406,567,4/29/2017,Shipped
CA-2018-139094,448,11/27/2018,Lost
CA-2020-168837,365,10/17/2020,Delivered
CA-2020-116715,453,12/5/2020,Failed Delivery
CA-2020-116715,19,12/5/2020,processing
CA-2020-116715,550,12/5/2020,Scheduled Delivery
CA-2018-135622,77,12/11/2018,Failed Delivery
CA-2018-135622,217,12/11/2018,processing
US-2018-107349,492,7/15/2018,processing
CA-2017-139017,752,5/17/2017,Delayed/On-hold
CA-2017-141817,289,1/12/2017,Returned
CA-2018-130785,403,9/9/2018,Failed Delivery
CA-2018-130785,638,9/9/2018,Shipped
CA-2018-130785,787,9/9/2018,In Transit
CA-2019-110254,568,8/8/2019,Returned
CA-2019-110254,734,8/8/2019,Delivered
CA-2019-110254,641,8/8/2019,Scheduled Delivery
CA-2019-110254,766,8/8/2019,Scheduled Delivery
US-2017-158057,460,3/26/2017,awaiting shipment
US-2017-158057,578,3/26/2017,Cancelled
CA-2020-146024,738,3/8/2020,Cancelled
CA-2020-146024,784,3/8/2020,awaiting shipment
CA-2019-129686,425,11/29/2019,Delivered
CA-2019-129686,99,11/29/2019,In Transit
CA-2017-118976,518,5/3/2017,Delayed/On-hold
CA-2017-118976,114,5/3/2017,processing
CA-2017-118976,149,5/3/2017,Scheduled Delivery
CA-2017-118976,747,5/3/2017,Failed Delivery
CA-2018-105347,219,11/28/2018,Returned
CA-2018-105347,534,11/28/2018,Delayed/On-hold
CA-2019-124667,333,11/16/2019,processing
CA-2019-124667,69,11/16/2019,Delayed/On-hold
CA-2018-111094,42,7/13/2018,Returned
CA-2018-111094,368,7/13/2018,In Transit
CA-2020-166317,77,9/26/2020,Awaiting Delivery
CA-2020-166317,381,9/26/2020,Delayed/On-hold
CA-2020-166317,623,9/26/2020,order placed
CA-2020-166317,334,9/26/2020,Out for Delivery
CA-2018-154326,498,2/19/2018,Failed Delivery
CA-2018-154326,528,2/19/2018,Scheduled Delivery
CA-2018-154326,660,2/19/2018,Cancelled
CA-2017-102008,202,10/4/2017,Delayed/On-hold
CA-2017-120474,587,12/3/2017,Scheduled Delivery
CA-2017-120474,373,12/3/2017,Scheduled Delivery
CA-2017-104773,47,12/13/2017,Awaiting Delivery
CA-2019-140774,632,9/10/2019,Delayed/On-hold
US-2020-139465,377,8/30/2020,Returned
US-2020-139465,308,8/30/2020,awaiting shipment
US-2020-139465,109,8/30/2020,Awaiting Delivery
CA-2019-100965,211,7/11/2019,order placed
CA-2019-121034,790,8/10/2019,Out for Delivery
CA-2019-121034,584,8/10/2019,Shipped
CA-2019-149461,12,11/19/2019,Cancelled
CA-2020-158379,515,9/26/2020,processing
CA-2020-158379,328,9/26/2020,Awaiting Delivery
CA-2020-158379,48,9/26/2020,Failed Delivery
US-2019-116729,476,12/28/2019,Delayed/On-hold
US-2019-116729,621,12/28/2019,Failed Delivery
US-2019-116729,237,12/28/2019,Cancelled
CA-2019-164938,695,2/13/2019,processing
CA-2019-165484,23,10/29/2019,Returned
CA-2019-165484,99,10/29/2019,Cancelled
CA-2017-132612,269,6/11/2017,awaiting shipment
US-2020-161193,38,11/26/2020,Lost
US-2020-161193,414,11/26/2020,Awaiting Delivery
CA-2018-131597,522,9/18/2018,Delivered
CA-2018-164833,546,6/4/2018,Delivered
CA-2018-164833,26,6/4/2018,Returned
CA-2018-125423,380,12/15/2018,Returned
US-2017-130379,550,5/29/2017,Lost
US-2017-130379,310,5/29/2017,Delayed/On-hold
CA-2019-168956,371,2/20/2019,order placed
CA-2019-168956,786,2/20/2019,Failed Delivery
CA-2019-168956,356,2/20/2019,processing
CA-2019-168956,325,2/20/2019,Delayed/On-hold
CA-2019-167507,340,12/28/2019,processing
CA-2019-167507,651,12/28/2019,Delivered
CA-2019-167507,539,12/28/2019,Out for Delivery
CA-2019-109344,246,2/11/2019,Returned
US-2018-140851,221,7/15/2018,Cancelled
CA-2017-103373,514,5/24/2017,Scheduled Delivery
CA-2020-145884,480,10/21/2020,In Transit
CA-2020-145884,445,10/21/2020,Out for Delivery
CA-2018-131422,109,11/9/2018,Awaiting Delivery
CA-2020-162691,332,8/7/2020,order placed
CA-2020-162691,685,8/7/2020,processing
CA-2017-141278,409,6/24/2017,awaiting shipment
CA-2020-122693,22,2/21/2020,Cancelled
CA-2017-117345,107,8/5/2017,Delayed/On-hold
CA-2017-117345,283,8/5/2017,In Transit
CA-2017-117345,399,8/5/2017,Scheduled Delivery
CA-2017-117345,674,8/5/2017,Failed Delivery
CA-2019-157763,358,7/23/2019,Scheduled Delivery
CA-2018-135391,695,2/11/2018,Out for Delivery
CA-2018-135391,728,2/11/2018,Awaiting Delivery
US-2020-113852,744,8/2/2020,Awaiting Delivery
US-2020-158512,258,1/17/2020,Delivered
US-2020-158512,766,1/17/2020,Delivered
CA-2020-128370,569,9/10/2020,Returned
CA-2020-128370,43,9/10/2020,Awaiting Delivery
